Object ID,Asset ID,Map Label,Asset Name,Asset Type,Asset Subtype,Quantity,Functional Area ID,Property ID,Facility ID,Floor ID,Geom
3367,150793,Trash Can,Graham Field Trash Can,Trash Can,,4,23,756666,14,,"(37.7675398445, -122.465771319)"
3368,150793,Trash Can,Graham Field Trash Can,Trash Can,,4,23,756666,14,,"(37.7675919034, -122.465662781)"
3369,150793,Trash Can,Graham Field Trash Can,Trash Can,,4,23,756666,14,,"(37.7679385359, -122.465097434)"
3370,150793,Trash Can,Graham Field Trash Can,Trash Can,,4,23,756666,14,,"(37.767833278, -122.465755433)"
3375,150792,Trash Can,Nealon Field Trash Can,Trash Can,,3,24,756666,14,,"(37.7681025924, -122.464507901)"
3376,150792,Trash Can,Nealon Field Trash Can,Trash Can,,3,24,756666,14,,"(37.768133264, -122.463990698)"
3377,150788,Trash Can,Handball/Raquetball Trash Can,Trash Can,,1,150785,756666,12817,,"(37.7685701355, -122.464941872)"
3378,150792,Trash Can,Nealon Field Trash Can,Trash Can,,3,24,756666,14,,"(37.7683210283, -122.464244048)"
3395,150801,Trash Can,Nursery & Maintenance Yard Trash Can,Trash Can,,1,94447,756666,94435,,"(37.766988072, -122.462247972)"
3399,151012,Trash Can,Rose Garden Trash Can,Trash Can,,1,97447,756668,10460,,"(37.7720397044, -122.47116295)"
3441,151007,Trash Can,Fulton CPA Trash Can,Trash Can,,3,96047,96,96042,,"(37.7730766429, -122.467594749)"
3442,151007,Trash Can,Fulton CPA Trash Can,Trash Can,,3,96047,96,96042,,"(37.77268343, -122.467866709)"
3443,151007,Trash Can,Fulton CPA Trash Can,Trash Can,,3,96047,96,96042,,"(37.7726841318, -122.467824671)"
3445,149350,Trash Can,Alley of Humanitarians Trash Can,Trash Can,,1,94955,756666,94756,,"(37.7726203682, -122.464356369)"
3477,150725,Trash Can,Asphalt Pathway Trash Can,Trash Can,,1,93222,756666,10453,,"(37.7697897709, -122.46043952)"
3513,148948,Trash Can,Lawn Trash Can,Trash Can,,13,39000,756665,38999,,"(37.7729220955, -122.445461791)"
3514,148948,Trash Can,Lawn Trash Can,Trash Can,,13,39000,756665,38999,,"(37.7730025856, -122.444567701)"
3515,148948,Trash Can,Lawn Trash Can,Trash Can,,13,39000,756665,38999,,"(37.7730967177, -122.443842557)"
3516,148948,Trash Can,Lawn Trash Can,Trash Can,,13,39000,756665,38999,,"(37.773124641, -122.443003287)"
3517,148948,Trash Can,Lawn Trash Can,Trash Can,,13,39000,756665,38999,,"(37.773278048, -122.441957296)"
3546,148948,Trash Can,Lawn Trash Can,Trash Can,,13,39000,756665,38999,,"(37.7717229927, -122.452706956)"
3547,148948,Trash Can,Lawn Trash Can,Trash Can,,13,39000,756665,38999,,"(37.7715711185, -122.451798777)"
3548,148948,Trash Can,Lawn Trash Can,Trash Can,,13,39000,756665,38999,,"(37.7716949331, -122.449792387)"
3549,148948,Trash Can,Lawn Trash Can,Trash Can,,13,39000,756665,38999,,"(37.7719136639, -122.448821844)"
3550,148948,Trash Can,Lawn Trash Can,Trash Can,,13,39000,756665,38999,,"(37.7721525425, -122.447497355)"
3551,148948,Trash Can,Lawn Trash Can,Trash Can,,13,39000,756665,38999,,"(37.7725725315, -122.447766708)"
3552,148948,Trash Can,Lawn Trash Can,Trash Can,,13,39000,756665,38999,,"(37.7722341278, -122.44761064)"
